SMILES,Predicted Side Effects,Severity,Severity Score
C1(Oc2c(=O)c3c(O)cc(cc3oc2-c2ccc(c(O)c2)O)O)C(C(O)C(C(O1)CO)O)O,"headache, dizziness, diarrhea, vomiting, nausea",Not Severe,0.0994
Oc1c(ccc(-c2oc3cc(O)cc(O)c3c(c2OC2C(C(O)C(O)C(O2)CO)O)=O)c1)O,"dizziness, headache, diarrhea, vomiting, nausea",Not Severe,0.1221
c1c(O)c(C(=O)C=Cc2ccccc2)c(OC)cc1O,"diarrhea, nausea, headache, dizziness, vomiting",Not Severe,0.1378
Oc1cc2oc(c(c(=O)c2c(O)c1)O)-c1cc(O)c(c(O)c1)O,"nausea, vomiting, itching, diarrhea, headache",Not Severe,0.3523
Oc1c(c([C@H]2O[C@@H](C)[C@H]([C@H](O)[C@H](O[C@H]3[C@H](O)[C@H](O[C@H](O)C3)N(C)C)C2)CC)cc(c1O)O)O,"nausea, vomiting, diarrhea, itching, dizziness",Not Severe,0.1518
C12=C/C=C/[C@@H]([C@H](O[C@@H]3O[C@@H](C)[C@H](O[C@@H]4O[C@@H](C)[C@@H]([C@H](C4)OC)O)[C@@H](OC)C3)/C(C)=C/C[C@H]3O[C@]4(C[C@@H](OC([C@H]5[C@@]/2(O)[C@@H]([C@@H](C(C)=C5)O)OC1)=O)C3)CC[C@@H]([C@@H]([C@@H](C)CC)O4)C)C.[C@H]1(O[C@H]2C[C@@H]([C@H]([C@H](C)O2)O)OC)[C@@H](O[C@@H](O[C@@H]2/C(C)=C/C[C@@H]3C[C@H](OC([C@@H]4C=C([C@@H](O)[C@H]5OC/C([C@@]45O)=C\C=C\[C@@H]2C)C)=O)C[C@@]2(O[C@@H]([C@H](CC2)C)C(C)C)O3)C[C@@H]1OC)C,"diarrhea, nausea, itching, dizziness, stomach pain",Not Severe,0.1309
c1c(c(-c2c(c3c(oc(cc3=O)-c3ccc(O)cc3)cc2O)O)c2oc(-c3ccc(O)cc3)cc(c2c1O)=O)O,"dizziness, headache, diarrhea, vomiting, nausea",Not Severe,0.2366
[C@@H]1(O[C@@H]2/C(=C/C[C@H]3O[C@]4(O[C@H](C(C)C)[C@@H](C)CC4)C[C@H](C3)OC(=O)[C@H]3[C@@]4(O)[C@H](OC/C4=C\C=C\[C@@H]2C)[C@H](O)C(=C3)C)C)O[C@H]([C@@H]([C@H](C1)OC)O[C@@H]1O[C@@H](C)[C@@H]([C@@H](OC)C1)O)C.[C@H]1(C)[C@H](O)[C@@H](OC)C[C@@H](O1)O[C@H]1[C@@H](O[C@@H](O[C@@H]2/C(C)=C/C[C@H]3O[C@]4(C[C@@H](OC(=O)[C@@H]5C=C([C@@H](O)[C@@H]6[C@]5(/C(=C/C=C/[C@@H]2C)CO6)O)C)C3)CC[C@@H]([C@H](O4)[C@@H](C)CC)C)C[C@@H]1OC)C,"diarrhea, nausea, itching, dizziness, stomach pain",Not Severe,0.1299
c1(c(O)cc(-c2c(c(=O)c3c(cc(cc3o2)O)O)OC2OC(CO)C(C(C2O)O)O)cc1)O,"headache, dizziness, diarrhea, vomiting, nausea",Not Severe,0.0995
c1(C(O)=O)c(cccc1)OC(=O)C,"diarrhea, dizziness, headache, nausea, vomiting",Not Severe,0.1228
C=C1/C(C[C@@H](O)CC1)=C\C=C1/CCC[C@@]2([C@@H]([C@@H](CCCC(C)C)C)CC[C@H]21)C,"nausea, vomiting, headache, diarrhea, itching",Not Severe,0.1242
o1c2cc(O)cc(O)c2c(c(c1-c1ccc(c(c1)O)O)O)=O,"nausea, diarrhea, headache, dizziness, vomiting",Not Severe,0.1985
[Na+].c1c(C(c2c(C(C([O-])=O)C)cccc2)C)cccc1,"dizziness, headache, diarrhea, nausea, vomiting",Not Severe,0.2077
Cc1cc(C(N(CC)CC)=O)ccc1,"dizziness, skin irritation, redness, swelling, seizures",Not Severe,0.1221
[C@@H]1([C@@H](OC(C(C)C)=O)[C@H](n2c(=O)nc(cc2)N)O[C@]1(N=[N+]=[N-])COC(C(C)C)=O)OC(=O)C(C)C,"diarrhea, nausea, headache, dizziness, vomiting",Not Severe,0.0838
c1(c2=CC(=C(OC)NC=c2nc([nH]1)SCc1c(cccc1)F)OC)=O,"dizziness, headache, vomiting, nausea, diarrhea",Not Severe,0.1057
C1(\[C@H]2[C@@](C)([C@H](CC2)[C@H](C)CCCC(C)C)CCC1)=C/C=C1\C(CC[C@@H](C1)O)=C,"nausea, diarrhea, itching, stomach pain, dizziness",Not Severe,0.1808
c12c(c(cc(-c3ccc(cc3)O)o1)=O)c(cc(O)c2-c1c(O)cc2oc(cc(c2c1O)=O)-c1ccc(O)cc1)O,"headache, dizziness, diarrhea, vomiting, nausea",Not Severe,0.2047
O[C@@H]1[C@@H]2[C@@H](O)[C@@H]([C@@H](OC(CCC)=O)CN2CC1)O,"nausea, diarrhea, vomiting, itching, dizziness",Not Severe,0.1485
[Na+].c1cc(C(c2c(cccc2)C(C)C([O-])=O)C)ccc1,"dizziness, headache, diarrhea, nausea, vomiting",Not Severe,0.1428
O=C(Nc1ccccn1)C1=C(C)NC(=C([C@@H]1c1c(cccc1)Cl)C(=O)OCC)c1ccc(cc1)-n1c2c(cncc2)nc1C,"headache, diarrhea, dizziness, vomiting, nausea",Not Severe,0.1199
c1c(cccc1)C1Oc2c(c(cc(OC)c2)O)C(=O)C1,"diarrhea, dizziness, headache, nausea, vomiting",Not Severe,0.179
c1c(ccc(c1)O)NC(=O)/C=C(/C=C/C=C(/C=C/C1C(C)(C)CCCC=1C)C)C,"diarrhea, headache, nausea, vomiting, dizziness",Not Severe,0.1495
O[C@H]1[C@@H](O)[C@@H](O[C@@H]1CO)n1cnc(n1)C(=O)N,"dizziness, diarrhea, headache, nausea, vomiting",Not Severe,0.1376
c1(C(CCN(C)C)c2ncc(cc2)Cl)ccccc1,"fatigue, headache, constipation, stomach irritation, kidney damage",Not Severe,0.169
OC(=O)C(C)c1ccc(cc1)CC(C)C,"nausea, vomiting, itching, dizziness, headache",Not Severe,0.2093
c1c(O)cc2oc(-c3cc(O)c(c(O)c3)O)c(c(c2c1O)=O)O,"diarrhea, headache, dizziness, vomiting, nausea",Not Severe,0.201
c1(ccccc1)C=CC(=O)c1c(O)cc(cc1OC)O,"dizziness, headache, diarrhea, nausea, vomiting",Not Severe,0.1295
[Na+].c1(ccccc1)C(c1ccccc1C(C([O-])=O)C)C,"dizziness, headache, diarrhea, nausea, vomiting",Not Severe,0.127
[N-]=[N+]=N[C@]1(COC(C(C)C)=O)O[C@H]([C@@H]([C@@H]1OC(=O)C(C)C)OC(C(C)C)=O)n1c(nc(cc1)N)=O,"diarrhea, headache, nausea, dizziness, vomiting",Not Severe,0.1174
[C@H]1(O[C@@H]([C@@H](O)[C@H]1O)COC(=O)C(C)C)n1c(=O)[nH]/c(=N\O)cc1,"dizziness, nausea, diarrhea, headache, vomiting",Not Severe,0.1301
C1(CC(c2c(O1)cc(cc2O)OC)=O)c1ccccc1,"dizziness, stomach upset, nausea, diarrhea, headache",Not Severe,0.1843
C1(N2C3C(C)C(N(C(=C2O)c2ccccc2)CC3=O)=O)C(C(C(O)C(O)C1O)C)C,"dizziness, photosensitivity, stomach upset, cough, headaches",Not Severe,0.0715
c1(cc2nccc(NC(C)CCCN(CC)CC)c2cc1)Cl,"dizziness, skin irritation, redness, swelling, seizures",Not Severe,0.1507
c1(ccc(cc1)CC(C)C)C(C)C(=O)O,"nausea, vomiting, diarrhea, dizziness, headache",Not Severe,0.1449
o1c2cc(O)c(-c3c(O)cc(O)c4c(=O)cc(-c5ccc(O)cc5)oc43)c(c2c(cc1-c1ccc(cc1)O)=O)O,"headache, dizziness, diarrhea, vomiting, nausea",Not Severe,0.2642
c1c(cc(C(=O)N(CC)CC)cc1)C,"dizziness, skin irritation, redness, swelling, seizures",Not Severe,0.1852
Oc1c(c(cc(O)c1)OC)C(C=Cc1ccccc1)=O,"dizziness, stomach irritation, kidney damage, bleeding, drowsiness",Not Severe,0.1501
O(CC)C(=O)C1[C@@H](C(=C(C)NC=1c1ccc(cc1)-n1c(C)nc2cnccc21)C(Nc1ncccc1)=O)c1c(cccc1)Cl,"dizziness, headache, diarrhea, skin rash, nausea",Not Severe,0.1295
O1[C@@H](C[C@H]([C@H](O)[C@H]1N(C)C)O[C@H]1[C@@H](O)[C@@H]([C@H](C)O[C@H](c2c(O)c(O)c(c(O)c2)O)C1)CC)O,"nausea, diarrhea, vomiting, itching, dizziness",Not Severe,0.1463
c1cccc(c1C(=O)O)OC(C)=O,"skin irritation, redness, swelling, seizures, tremors",Not Severe,0.1035
Oc1ccc(cc1O)-c1c(O)c(=O)c2c(O)cc(O)cc2o1,"diarrhea, nausea, headache, dizziness, vomiting",Not Severe,0.2044
O([C@H]1[C@H](O)[C@@H](N(C)C)O[C@H](O)C1)[C@H]1[C@H]([C@H](CC)[C@@H](O[C@H](c2cc(c(O)c(O)c2O)O)C1)C)O,"nausea, diarrhea, vomiting, dizziness, headache",Not Severe,0.142
c1(ccc(cc1)CC(C)C)C(C(=O)O)C,"dizziness, headache, itching, nausea, vomiting",Not Severe,0.1354
O1[C@@H](O[C@H]2[C@@H](C)/C=C/C=C3/[C@]4([C@H](C(O[C@H]5C[C@H](O[C@]6(O[C@@H]([C@H](CC6)C)C(C)C)C5)C/C=C/2C)=O)C=C([C@H]([C@H]4OC3)O)C)O)C[C@@H]([C@@H](O[C@H]2C[C@@H]([C@H]([C@@H](O2)C)O)OC)[C@@H]1C)OC.[C@H]1(C)/C=C/C=C2\CO[C@H]3[C@]2(O)[C@H](C(=O)O[C@H]2C[C@@H](C/C=C(\C)[C@H]1O[C@@H]1O[C@@H](C)[C@@H]([C@@H](OC)C1)O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](OC)C1)O[C@]1(C2)CC[C@@H]([C@@H]([C@@H](C)CC)O1)C)C=C([C@H]3O)C,"nausea, diarrhea, itching, dizziness, vomiting",Not Severe,0.1279
c1ncn(c1N=C(N(C)C)SCCNC)C,"fatigue, headache, dizziness, liver damage (overuse), nausea",Not Severe,0.1101
c1(cc(O)cc(O)c1C(=O)C=Cc1ccccc1)OC,"headache, dizziness, vomiting, nausea, diarrhea",Not Severe,0.1115
c1cc(cc(c1)C)C(N(CC)CC)=O,"headache, fatigue, dizziness, skin irritation, redness",Not Severe,0.1404
c1c(cc(c(c1O)O)O)-c1c(O)c(c2c(O)cc(O)cc2o1)=O,"dizziness, diarrhea, headache, nausea, vomiting",Not Severe,0.1934
c1(OC(C)=O)c(C(=O)O)cccc1,"diarrhea, dizziness, headache, nausea, vomiting",Not Severe,0.1221
C1(N(C(=O)C2C(C)C(C(=O)NC=2C1CSc1n(nnn1)CC(O)=O)N)C)=O,"diarrhea, dizziness, photosensitivity, stomach upset, rash",Not Severe,0.0708
C1(C2C(C(C(NC=2C(C(N1C)=O)CSc1nnnn1CC(=O)O)=O)N)C)=O,"photosensitivity, stomach upset, cough, dizziness, headaches",Not Severe,0.0606
C1[C@@H]([C@H]2N(C1)C[C@H](OC(CCC)=O)[C@@H](O)[C@@H]2O)O,"nausea, dizziness, diarrhea, vomiting, itching",Not Severe,0.1226
c1c(ccc(c1)CC(C)C)C(C(O)=O)C,"constipation, stomach irritation, kidney damage, bleeding, skin irritation",Not Severe,0.2113
O=C(N)c1nn(cn1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,"diarrhea, dizziness, headache, nausea, vomiting",Not Severe,0.1273
[C@H]1([C@H]([C@@H](OC(C(=O)O)=C1)[C@H](O)[C@H](O)CO)NC(=O)C)N=C(N)N,"dizziness, diarrhea, nausea, headache, vomiting",Not Severe,0.0891
O[C@H]1O[C@H](N(C)C)[C@@H](O)[C@@H](C1)O[C@H]1[C@H]([C@H](CC)[C@@H](O[C@H](c2cc(O)c(O)c(O)c2O)C1)C)O,"diarrhea, nausea, headache, vomiting, stomach pain",Not Severe,0.1468
Oc1c(c([C@@H]2C[C@H]([C@H]([C@@H]([C@H](C)O2)CC)O)O[C@H]2[C@@H]([C@H](O[C@@H](C2)O)N(C)C)O)cc(O)c1O)O,"nausea, vomiting, diarrhea, itching, dizziness",Not Severe,0.146
c1cc(C(c2ccc(cn2)Cl)CCN(C)C)ccc1,"dizziness, nausea, vomiting, drowsiness, dry mouth",Not Severe,0.2226
c1c2c(nccc2NC(C)CCCN(CC)CC)cc(c1)Cl,"nausea, vomiting, constipation, loss of appetite, increased thirst",Not Severe,0.2099
Oc1cc2oc(c(O)c(c2c(O)c1)=O)-c1ccc(O)c(O)c1,"nausea, diarrhea, headache, dizziness, flatulence",Not Severe,0.3004
CC(O)(c1c(CC[C@H](c2cccc(/C=C/c3nc4c(ccc(Cl)c4)cc3)c2)SCC2(CC2)CC(O)=O)cccc1)C,"nausea, vomiting, headache, diarrhea, dizziness",Not Severe,0.2092
Oc1cc(c2c(c1)oc(c(O)c2=O)-c1cc(O)c(O)cc1)O,"nausea, diarrhea, headache, dizziness, vomiting",Not Severe,0.1951
c1c(-c2c(c(=O)c3c(o2)cc(O)cc3O)OC2C(O)C(O)C(O)C(O2)CO)cc(O)c(c1)O,"dizziness, headache, diarrhea, vomiting, nausea",Not Severe,0.1641
[C@@H]1(O[C@H]2[C@H]([C@@H]([C@@H](O[C@@H](C2)c2c(O)c(O)c(c(O)c2)O)C)CC)O)C[C@H](O[C@H](N(C)C)[C@H]1O)O,"diarrhea, nausea, dizziness, headache, stomach pain",Not Severe,0.1198
o1c(-c2cc(O)c(O)c(c2)O)c(c(=O)c2c1cc(O)cc2O)O,"diarrhea, dizziness, headache, nausea, vomiting",Not Severe,0.1932
c1cc(Nc2ncccc2)ccc1C(O)CNC(C)C,"dizziness, nausea, vomiting, itching, flatulence",Not Severe,0.1989
Oc1c(cc(cc1)-c1c(c(=O)c2c(o1)cc(O)cc2O)OC1C(O)C(O)C(O)C(O1)CO)O,"dizziness, headache, diarrhea, vomiting, nausea",Not Severe,0.1219
C1C(c2ccccc2)Oc2c(C1=O)c(O)cc(OC)c2,"dizziness, stomach upset, nausea, diarrhea, headache",Not Severe,0.119
Oc1ccc(cc1)-c1oc2c(c(=O)c1)c(O)c(-c1c3oc(-c4ccc(O)cc4)cc(=O)c3c(O)cc1O)c(O)c2,"nausea, diarrhea, dizziness, headache, vomiting",Not Severe,0.2084
C1(c2c(CC(c3c1ccs3)=O)cccc2)=C1CCN(C)CC1,"constipation, headache, skin irritation, redness, swelling",Not Severe,0.2516
c1(n(ccc(n1)N)[C@@H]1O[C@@](N=[N+]=[N-])([C@@H](OC(C(C)C)=O)[C@H]1OC(=O)C(C)C)COC(C(C)C)=O)=O,"diarrhea, nausea, headache, dizziness, vomiting",Not Severe,0.1081
c1c2OC(c3ccccc3)CC(=O)c2c(cc1OC)O,"dizziness, flatulence, diarrhoea, stomach pain, heartburn",Not Severe,0.1756
o1c(-c2cc(O)c(cc2)O)c(c(c2c(cc(O)cc21)O)=O)OC1OC(C(O)C(C1O)O)CO,"headache, dizziness, diarrhea, vomiting, nausea",Not Severe,0.129
c1cc(O)ccc1NC(=O)/C=C(C)/C=C/C=C(C)/C=C/C1C(CCCC=1C)(C)C,"diarrhea, headache, nausea, dizziness, vomiting",Not Severe,0.113
c1c(C2Oc3c(C(=O)C2)c(cc(OC)c3)O)cccc1,"nausea, diarrhea, headache, dizziness, stomach upset",Not Severe,0.1906
[C@@H]1(N=C(N)N)[C@H]([C@@H](OC(=C1)C(O)=O)[C@@H]([C@H](O)CO)O)NC(C)=O,"dizziness, nausea, diarrhea, headache, vomiting",Not Severe,0.0799
O=C(C(C)c1ccccc1C(C)c1ccccc1)[O-].[Na+],"dizziness, stomach pain, heartburn, stomach irritation, kidney damage",Not Severe,0.1078
N([C@H]1[C@@H](OC(=C[C@@H]1N=C(N)N)C(O)=O)[C@@H]([C@@H](CO)O)O)C(=O)C,"dizziness, nausea, diarrhea, headache, vomiting",Not Severe,0.0801
C1(C(C(O)C(O)C(C1C)C)O)N1C(O)=C(N2C(=O)C(C)C1C(C2)=O)c1ccccc1,"dizziness, headache, vomiting, nausea, diarrhea",Not Severe,0.0742
c12c(c(c(O)cc2oc(-c2ccccc2)cc1=O)O)O,"diarrhea, headache, dizziness, vomiting, nausea",Not Severe,0.1405
c1cc(c2ccc(cc2n1)Cl)NC(CCCN(CC)CC)C,"constipation, drowsiness, dry mouth, dizziness, nausea",Not Severe,0.2012
c1(ccc(-c2oc3c(c(=O)c2)c(O)cc(c3-c2c(O)c3c(oc(cc3=O)-c3ccc(O)cc3)cc2O)O)cc1)O,"headache, dizziness, diarrhea, vomiting, nausea",Not Severe,0.2096
Oc1c2c(cc(oc2cc(c1-c1c2c(c(cc1O)O)c(=O)cc(o2)-c1ccc(O)cc1)O)-c1ccc(cc1)O)=O,"dizziness, headache, diarrhea, vomiting, nausea",Not Severe,0.1925
c1(ccnc2c1ccc(c2)Cl)NC(C)CCCN(CC)CC,"constipation, headache, fatigue, dizziness, nausea",Not Severe,0.1621
c1cc(c2ccc(Cl)cc2n1)NC(C)CCCN(CC)CC,"dizziness, nausea, vomiting, drowsiness, dry mouth",Not Severe,0.2071
C[C@@H]1O[C@H](C[C@@H]([C@H]1O[C@@H]1O[C@@H](C)[C@@H]([C@@H](OC)C1)O)OC)O[C@@H]1/C(=C/C[C@@H]2C[C@H](OC(=O)[C@@H]3C=C([C@@H](O)[C@H]4OC/C([C@@]34O)=C\C=C\[C@@H]1C)C)C[C@]1(CC[C@H](C)[C@@H]([C@@H](C)CC)O1)O2)C.O([C@H]1[C@H](/C=C/C=C2\CO[C@H]3[C@@]2([C@H](C(O[C@@H]2C[C@@]4(O[C@@H](C2)C/C=C/1C)CC[C@H](C)[C@H](O4)C(C)C)=O)C=C(C)[C@H]3O)O)C)[C@H]1C[C@@H]([C@H]([C@H](C)O1)O[C@H]1C[C@H](OC)[C@@H](O)[C@H](C)O1)OC,"nausea, diarrhea, itching, dizziness, vomiting",Not Severe,0.1271
Cc1cccc(c1)C(N(CC)CC)=O,"skin irritation, redness, swelling, seizures, tremors",Not Severe,0.1528
C1=C2/[C@@]3(O)[C@H](C(=O)O[C@H]4C[C@H](O[C@]5(O[C@H]([C@H](CC)C)[C@H](CC5)C)C4)C/C=C(/[C@@H](O[C@H]4C[C@H](OC)[C@@H](O[C@H]5C[C@@H]([C@H]([C@H](C)O5)O)OC)[C@@H](O4)C)[C@H](/C=C/1)C)C)C=C([C@@H](O)[C@H]3OC2)C.[C@H]1([C@@H](/C(C)=C/C[C@H]2O[C@]3(C[C@@H](OC([C@@H]4C=C([C@H]([C@@H]5[C@]4(/C(=C/C=C/1)CO5)O)O)C)=O)C2)CC[C@@H]([C@@H](C(C)C)O3)C)O[C@H]1C[C@@H]([C@@H](O[C@H]2C[C@H](OC)[C@@H](O)[C@H](C)O2)[C@@H](O1)C)OC)C,"diarrhea, nausea, itching, dizziness, stomach pain",Not Severe,0.1204
n1ccc(NC(C)CCCN(CC)CC)c2ccc(cc12)Cl,"dizziness, nausea, vomiting, constipation, headache",Not Severe,0.2355
O=c1[nH]/c(ccn1[C@H]1[C@H](O)[C@@H]([C@@H](COC(=O)C(C)C)O1)O)=N\O,"diarrhea, headache, nausea, dizziness, vomiting",Not Severe,0.1192
C1C(=C2c3c(CC(c4sccc24)=O)cccc3)CCN(C1)C,"diarrhea, headache, dizziness, stomach irritation, kidney damage",Not Severe,0.1291
[C@@H]1(n2cc/c([nH]c2=O)=N/O)O[C@@H]([C@H]([C@H]1O)O)COC(C(C)C)=O,"dizziness, diarrhea, nausea, headache, vomiting",Not Severe,0.1353
c1ccccc1C1=C(O)N(C2C(C(=O)N1CC2=O)C)C1C(O)C(C(C(C)C1C)O)O,"dizziness, diarrhea, photosensitivity, stomach upset, vision problems",Not Severe,0.063
C(=O)(Cn1c(nnn1)SCC1C(N(C(C2=C1NC(C(N)C2C)=O)=O)C)=O)O,"dizziness, headache, diarrhea, nausea, skin rash",Not Severe,0.0758
n1cc2nc(C)n(c2cc1)-c1ccc(C2=C(C(=O)OCC)[C@H](c3c(Cl)cccc3)C(C(=O)Nc3ccccn3)=C(C)N2)cc1,"headache, dizziness, diarrhea, vomiting, nausea",Not Severe,0.1863
C1(=O)C2C(C(N)C(=O)NC=2C(CSc2nnnn2CC(=O)O)C(N1C)=O)C,"diarrhea, headache, dizziness, skin rash, nausea",Not Severe,0.0798
N1(CCN(c2cncc3cc(ccc32)Cl)CC1)C,"constipation, headache, fatigue, stomach irritation, kidney damage",Not Severe,0.1807
O=C1N2C(c3ccccc3)=C(N(C(C1C)C(C2)=O)C1C(C)C(C(O)C(C1O)O)C)O,"headache, agitation, skin rash, urinary retention, muscle weakness",Not Severe,0.0645
CC(=C\C=C\C(C)=C\C(Nc1ccc(cc1)O)=O)/C=C/C1=C(C)CCCC1(C)C,"skin dryness, night-blindness, headache, agitation, skin rash",Not Severe,0.1046
OC(CNC(C)C)c1ccc(Nc2ccccn2)cc1,"dizziness, headache, nausea, vomiting, itching",Not Severe,0.266
O=C(C(C)C)O[C@@H]1[C@@](N=[N+]=[N-])(COC(=O)C(C)C)O[C@@H](n2ccc(nc2=O)N)[C@@H]1OC(=O)C(C)C,"diarrhea, nausea, headache, vomiting, dizziness",Not Severe,0.1094
[Na+].c1(C(c2ccccc2C(C)C(=O)[O-])C)ccccc1,"dizziness, headache, diarrhea, nausea, vomiting",Not Severe,0.1485
c1c(cccc1)C(c1ncc(Cl)cc1)CCN(C)C,"constipation, headache, fatigue, nausea, vomiting",Not Severe,0.2424
c1cc(C2=C(N(C3C(CN2C(C3C)=O)=O)C2C(C(C(O)C(C2C)C)O)O)O)ccc1,"stomach upset, photosensitivity, vision problems, heart issues, cough",Not Severe,0.0648
c12cc(ccc2c(ccn1)NC(CCCN(CC)CC)C)Cl,"constipation, headache, fatigue, dizziness, nausea",Not Severe,0.1586
O[C@@H]1[C@H]2N(C[C@@H]([C@@H](O)[C@@H]2O)OC(=O)CCC)CC1,"nausea, vomiting, itching, diarrhea, dizziness",Not Severe,0.1711
N(CCCC(Nc1ccnc2c1ccc(c2)Cl)C)(CC)CC,"constipation, nausea, vomiting, loss of appetite, increased thirst",Not Severe,0.2188
N1(CCC(=C2c3c(CC(=O)c4sccc24)cccc3)CC1)C,"dizziness, headache, fatigue, stomach irritation, kidney damage",Not Severe,0.1381
c1c(c2C(CC(c3ccc(cc3)O)Oc2cc1OC1OC(CO)C(C(C1OC1C(O)C(C(C(O1)C)O)O)O)O)=O)O,"dizziness, headache, diarrhea, vomiting, nausea",Not Severe,0.0913
n1c(ccc2c1cc(cc2)Cl)/C=C/c1cc([C@H](SCC2(CC(=O)O)CC2)CCc2ccccc2C(C)(C)O)ccc1,"headache, diarrhea, nausea, vomiting, itching",Not Severe,0.1868
C(N(CC)CCCC(Nc1ccnc2cc(ccc12)Cl)C)C,"constipation, skin irritation, redness, swelling, seizures",Not Severe,0.1939
c1cc2c(cc1O)occ(-c1ccc(O)cc1)c2=O,"dizziness, headache, stomach irritation, kidney damage, bleeding",Not Severe,0.2357
c1cccc(C(O)=O)c1OC(C)=O,"diarrhea, bloating, gas, belly pain, constipation",Not Severe,0.1647
C1[C@H]2C[C@]3(O[C@@H]1C/C=C(\C)[C@H]([C@@H](C)/C=C/C=C1/[C@]4([C@@H](C=C([C@H]([C@H]4OC1)O)C)C(O2)=O)O)O[C@H]1C[C@H](OC)[C@@H](O[C@H]2C[C@@H]([C@H]([C@@H](O2)C)O)OC)[C@@H](O1)C)O[C@@H]([C@H](CC3)C)C(C)C.C[C@@H]1[C@H](O[C@H]2C[C@@H]([C@H]([C@H](C)O2)O[C@H]2C[C@H](OC)[C@H]([C@@H](O2)C)O)OC)/C(C)=C/C[C@H]2O[C@@]3(C[C@H](C2)OC(=O)[C@@H]2C=C(C)[C@H]([C@H]4OC/C([C@@]24O)=C\C=C\1)O)O[C@H]([C@H](CC)C)[C@@H](C)CC3,"nausea, diarrhea, itching, dizziness, vomiting",Not Severe,0.1337
N(C)(C)C(SCCNC)=Nc1n(cnc1)C,"diarrhea, dizziness, headache, nausea, skin irritation",Not Severe,0.1501
C(OC(C1[C@H](c2c(cccc2)Cl)C(C(=O)Nc2ccccn2)=C(C)NC=1c1ccc(cc1)-n1c2c(cncc2)nc1C)=O)C,"headache, diarrhea, dizziness, vomiting, nausea",Not Severe,0.1587
CC1C(N)C(NC2C(CSc3n(CC(=O)O)nnn3)C(N(C(C1=2)=O)C)=O)=O,"dizziness, headache, vomiting, nausea, diarrhea",Not Severe,0.0704
O([C@H]1[C@H](O)[C@H](O[C@@H](C1)O)N(C)C)[C@H]1[C@@H](O)[C@@H]([C@@H](O[C@H](c2cc(c(c(c2O)O)O)O)C1)C)CC,"nausea, diarrhea, vomiting, dizziness, headache",Not Severe,0.1288
c1c(C(O)CNC(C)C)ccc(c1)Nc1ncccc1,"nausea, vomiting, itching, dizziness, flatulence",Not Severe,0.2282
c1(NC(C)=O)ccc(cc1)O,"diarrhea, dizziness, headache, nausea, vomiting",Not Severe,0.1071
n1(CC(=O)O)nnnc1SCC1C(N(C)C(=O)C2C(C(C(=O)NC=21)N)C)=O,"diarrhea, dizziness, headache, nausea, vomiting",Not Severe,0.0812
c1c(C(CCN(C)C)c2ccccc2)ncc(Cl)c1,"flatulence, diarrhoea, drowsiness, dry mouth, dizziness",Not Severe,0.2168
O1C(=C[C@@H]([C@H]([C@@H]1[C@@H]([C@H](O)CO)O)NC(=O)C)N=C(N)N)C(O)=O,"skin dryness, night-blindness, headache and upset stomach, headache, agitation",Not Severe,0.0724
O=C(Oc1c(C(=O)O)cccc1)C,"dizziness, skin irritation, redness, swelling, seizures",Not Severe,0.1036
C(c1ccccc1)=CC(c1c(O)cc(cc1OC)O)=O,"nausea, diarrhea, headache, dizziness, stomach irritation",Not Severe,0.1509
O(C)c1c(C(C=Cc2ccccc2)=O)c(cc(O)c1)O,"dizziness, diarrhea, headache, nausea, stomach irritation",Not Severe,0.1431
CC(C)Cc1ccc(cc1)C(C(=O)O)C,"dizziness, headache, nausea, stomach irritation, kidney damage",Not Severe,0.1133
Oc1c([C@H]2O[C@@H](C)[C@@H](CC)[C@@H]([C@H](O[C@H]3[C@H](O)[C@H](O[C@@H](C3)O)N(C)C)C2)O)cc(O)c(O)c1O,"nausea, diarrhea, vomiting, dizziness, headache",Not Severe,0.1423
c1(n(cc/c([nH]1)=N/O)[C@@H]1O[C@@H]([C@@H](O)[C@H]1O)COC(C(C)C)=O)=O,"diarrhea, headache, nausea, dizziness, vomiting",Not Severe,0.1049
c1(c(c2c(O)cc(cc2oc1-c1cc(O)c(c(O)c1)O)O)=O)O,"headache, dizziness, nausea, diarrhea, vomiting",Not Severe,0.1077
[N-]=[N+]=N[C@@]1(O[C@H]([C@H](OC(C(C)C)=O)[C@@H]1OC(=O)C(C)C)n1ccc(nc1=O)N)COC(=O)C(C)C,"diarrhea, headache, nausea, dizziness, vomiting",Not Severe,0.1081
n1c(ccn([C@@H]2O[C@](COC(=O)C(C)C)([C@H]([C@H]2OC(=O)C(C)C)OC(=O)C(C)C)N=[N+]=[N-])c1=O)N,"diarrhea, headache, nausea, dizziness, vomiting",Not Severe,0.112
n1ccccc1Nc1ccc(C(O)CNC(C)C)cc1,"dizziness, headache, fatigue, stomach irritation, kidney damage",Not Severe,0.2487
c1ccc(C=CC(c2c(cc(O)cc2O)OC)=O)cc1,"dizziness, drowsiness, dry mouth, stomach pain, heartburn",Not Severe,0.1605
Oc1c(cc(-c2oc3cc(cc(O)c3c(=O)c2OC2C(O)C(O)C(C(O2)CO)O)O)cc1)O,"dizziness, headache, diarrhea, vomiting, nausea",Not Severe,0.1108
